evaluation_id,case_id,model,question_type,numerical_accuracy,test_coverage,description_accuracy,hallucination_free,diagnostic_accuracy,reasoning_logic,evidence_support,relevance_to_diagnosis,clinical_feasibility,completeness,weighted_score,final_score,grade,critical_error_flag,critical_error_categories,score_capped,passed
EVAL-d0bf6c90d0a00f60,CLIN-049,Claude Sonnet 4 Thinking,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-cabce1f8e5675019,CLIN-049,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-51201b84425c689f,CLIN-050,Gemini 2.5 Pro,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-c74b485ad24726aa,CLIN-050,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-6e5039956e36381d,CLIN-050,Gemini 2.5 Pro,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-ae15360e456da3be,CLIN-050,Grok 4,Q1,3,3,4,4,,,,,,,3.3,57.5,C,False,,False,True
EVAL-b1a4447930fc1afe,CLIN-050,Grok 4,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-dc9a84a5774d81fc,CLIN-050,Grok 4,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-c90f2a89aa4ad237,CLIN-050,OpenAI O3,Q1,5,3,5,4,,,,,,,4.3,82.5,B,False,,False,True
EVAL-27b2fb6dc00624d6,CLIN-050,OpenAI O3,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-da114d5fa04b3c16,CLIN-050,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-2e3fc6d2c6d17b6b,CLIN-050,Claude Sonnet 4 Thinking,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-be51992bbc394fb5,CLIN-050,Claude Sonnet 4 Thinking,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-ef095273464e2293,CLIN-050,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-72cccfb32d85cb12,CLIN-051,Gemini 2.5 Pro,Q1,3,5,3,4,,,,,,,3.7,67.5,C,False,,False,True
EVAL-ec38eda4bed015c7,CLIN-052,Gemini 2.5 Pro,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-14d7a425d5225b14,CLIN-053,Gemini 2.5 Pro,Q1,2,5,4,4,,,,,,,3.5,49.0,D,True,Fabricated or Erroneous Test Result;Type Misclassification,True,False
EVAL-64d46db6ddb82631,CLIN-054,Gemini 2.5 Pro,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-884501c07861cf48,CLIN-055,Gemini 2.5 Pro,Q1,5,5,4,4,,,,,,,4.7,49.0,D,True,Type Misclassification,True,False
EVAL-16760b0a5c5cb228,CLIN-056,Gemini 2.5 Pro,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-05f36a6119f1e2eb,CLIN-057,Gemini 2.5 Pro,Q1,3,4,4,4,,,,,,,3.6,65.0,C,False,,False,True
EVAL-97fd4714e2a550b0,CLIN-058,Gemini 2.5 Pro,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-e24c8d7364a2b309,CLIN-059,Gemini 2.5 Pro,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-6bd7d3e22a47bb8a,CLIN-060,Gemini 2.5 Pro,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-36fe18aa2bb7d861,CLIN-061,Gemini 2.5 Pro,Q1,3,4,5,4,,,,,,,3.8,70.0,C,False,,False,True
EVAL-b4a814bafb4ddff8,CLIN-062,Gemini 2.5 Pro,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-6251d50b76ac28b8,CLIN-063,Gemini 2.5 Pro,Q1,5,5,4,4,,,,,,,4.7,49.0,D,True,Type Misclassification,True,False
EVAL-e06e3a93887f1be8,CLIN-064,Gemini 2.5 Pro,Q1,3,4,5,4,,,,,,,3.8,70.0,C,False,,False,True
EVAL-0db75eb603ad2c2c,CLIN-065,Gemini 2.5 Pro,Q1,2,5,4,4,,,,,,,3.5,62.5,C,False,,False,True
EVAL-f32d8e0783026849,CLIN-066,Gemini 2.5 Pro,Q1,5,5,4,4,,,,,,,4.7,92.5,A,False,,False,True
EVAL-d5b4ad49e2c8057f,CLIN-067,Gemini 2.5 Pro,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-2f3d664cb530c41f,CLIN-051,Claude Sonnet 4 Thinking,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-966ca53aaec7be13,CLIN-052,Claude Sonnet 4 Thinking,Q1,3,5,4,4,,,,,,,3.9,49.0,D,True,Type Misclassification,True,False
EVAL-064423eea59cef22,CLIN-053,Claude Sonnet 4 Thinking,Q1,2,5,2,4,,,,,,,3.1,49.0,D,True,Fabricated or Erroneous Test Result;Type Misclassification,True,False
EVAL-91e65e8655356a20,CLIN-054,Claude Sonnet 4 Thinking,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-93b420faa48e0f1b,CLIN-055,Claude Sonnet 4 Thinking,Q1,5,5,2,4,,,,,,,4.3,49.0,D,True,Type Misclassification,True,False
EVAL-07489d7ee7e84ab5,CLIN-056,Claude Sonnet 4 Thinking,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-e6e7143d61bc9441,CLIN-057,Claude Sonnet 4 Thinking,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-e7901a9c91103388,CLIN-058,Claude Sonnet 4 Thinking,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-a9e1b32de6b79c46,CLIN-059,Claude Sonnet 4 Thinking,Q1,3,5,3,4,,,,,,,3.7,67.5,C,False,,False,True
EVAL-0efd3957bd821e8e,CLIN-060,Claude Sonnet 4 Thinking,Q1,5,5,4,4,,,,,,,4.7,49.0,D,True,Type Misclassification,True,False
EVAL-ab0946c91a00f764,CLIN-061,Claude Sonnet 4 Thinking,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-5b01d61010e20e0d,CLIN-062,Claude Sonnet 4 Thinking,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-56a430e0dc20ddc6,CLIN-063,Claude Sonnet 4 Thinking,Q1,5,5,4,4,,,,,,,4.7,49.0,D,True,Type Misclassification,True,False
EVAL-650ff038c013591e,CLIN-064,Claude Sonnet 4 Thinking,Q1,3,4,5,4,,,,,,,3.8,70.0,C,False,,False,True
EVAL-1cbe53cbfe60eeaa,CLIN-065,Claude Sonnet 4 Thinking,Q1,2,5,4,4,,,,,,,3.5,49.0,D,True,Type Misclassification,True,False
EVAL-3faa6356f6d22bb1,CLIN-066,Claude Sonnet 4 Thinking,Q1,5,4,4,4,,,,,,,4.4,85.0,B,False,,False,True
EVAL-afaa8597e1b48002,CLIN-067,Claude Sonnet 4 Thinking,Q1,3,5,3,4,,,,,,,3.7,67.5,C,False,,False,True
EVAL-f77c65e50754ecb6,CLIN-051,OpenAI O3,Q1,3,5,3,4,,,,,,,3.7,67.5,C,False,,False,True
EVAL-63a37aa5e665373c,CLIN-052,OpenAI O3,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-db2beb12aedbbdb9,CLIN-053,OpenAI O3,Q1,2,5,2,4,,,,,,,3.1,49.0,D,True,Fabricated or Erroneous Test Result;Type Misclassification,True,False
EVAL-f7d6e2997f978e84,CLIN-054,OpenAI O3,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-74eb90055cd732ae,CLIN-055,OpenAI O3,Q1,5,5,2,4,,,,,,,4.3,49.0,D,True,Severity Misclassification,True,False
EVAL-a02ff51c3b01e3a2,CLIN-056,OpenAI O3,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-bf8df720bf24edaf,CLIN-057,OpenAI O3,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-2575aa3229843a19,CLIN-058,OpenAI O3,Q1,3,5,3,4,,,,,,,3.7,67.5,C,False,,False,True
EVAL-c8ef33fc8a7fb449,CLIN-059,OpenAI O3,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-dd3911b3c3c47ffa,CLIN-060,OpenAI O3,Q1,5,5,4,4,,,,,,,4.7,92.5,A,False,,False,True
EVAL-dc170ac69369925a,CLIN-061,OpenAI O3,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-b949bdce23fcdb49,CLIN-062,OpenAI O3,Q1,3,5,3,4,,,,,,,3.7,67.5,C,False,,False,True
EVAL-e66c2a6a0b7b545c,CLIN-063,OpenAI O3,Q1,5,5,2,4,,,,,,,4.3,49.0,D,True,Severity Misclassification,True,False
EVAL-2127be97903ad8bd,CLIN-064,OpenAI O3,Q1,3,4,4,4,,,,,,,3.6,65.0,C,False,,False,True
EVAL-dae35cfb8d208fdd,CLIN-065,OpenAI O3,Q1,2,5,2,4,,,,,,,3.1,49.0,D,True,Severity Misclassification,True,False
EVAL-ffd5bda523d89639,CLIN-066,OpenAI O3,Q1,5,5,4,4,,,,,,,4.7,92.5,A,False,,False,True
EVAL-ab804c82af95ef9d,CLIN-067,OpenAI O3,Q1,3,5,3,4,,,,,,,3.7,67.5,C,False,,False,True
EVAL-0e571a78b3326202,CLIN-051,Grok 4,Q1,3,4,5,4,,,,,,,3.8,70.0,C,False,,False,True
EVAL-960e650a642a28f4,CLIN-052,Grok 4,Q1,3,5,4,4,,,,,,,3.9,49.0,D,True,Type Misclassification,True,False
EVAL-c0258c9fff8cbe4c,CLIN-053,Grok 4,Q1,2,5,4,4,,,,,,,3.5,49.0,D,True,Fabricated or Erroneous Test Result;Type Misclassification,True,False
EVAL-fc4e26c9144f9a40,CLIN-054,Grok 4,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-804e91a90692626c,CLIN-055,Grok 4,Q1,5,5,4,4,,,,,,,4.7,92.5,A,False,,False,True
EVAL-f9fb236fdad09f1a,CLIN-056,Grok 4,Q1,3,5,4,4,,,,,,,3.9,49.0,D,True,Type Misclassification,True,False
EVAL-00177f5a72a77656,CLIN-057,Grok 4,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-8910bab935af4c34,CLIN-058,Grok 4,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-a887ae5d7c187042,CLIN-059,Grok 4,Q1,3,5,3,4,,,,,,,3.7,67.5,C,False,,False,True
EVAL-9182edc6ed0a4677,CLIN-060,Grok 4,Q1,2,5,4,4,,,,,,,3.5,62.5,C,False,,False,True
EVAL-17bfda77d928a670,CLIN-061,Grok 4,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-aeee239b5ded8a3d,CLIN-062,Grok 4,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-b4a64faaf30dcf8d,CLIN-063,Grok 4,Q1,2,5,3,4,,,,,,,3.3,49.0,D,True,Fabricated or Erroneous Test Result,True,False
EVAL-add58f6042dd217a,CLIN-064,Grok 4,Q1,2,5,4,4,,,,,,,3.5,49.0,D,True,Type Misclassification,True,False
EVAL-fdd4e815d29a511d,CLIN-065,Grok 4,Q1,5,5,4,4,,,,,,,4.7,92.5,A,False,,False,True
EVAL-1827cffe6c4c45e4,CLIN-066,Grok 4,Q1,5,5,4,4,,,,,,,4.7,92.5,A,False,,False,True
EVAL-9518ed66a2005af9,CLIN-067,Grok 4,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-7e0bb9022540b933,CLIN-051,Gemini 2.5 Pro,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-63bd90850cf61132,CLIN-052,Gemini 2.5 Pro,Q2,,,,,5,5,4,,,,4.8,95.0,A,False,,False,True
EVAL-eb0e5fea18b6fceb,CLIN-053,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-daf83c804c9aa757,CLIN-054,Gemini 2.5 Pro,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-bcb8743b9722c047,CLIN-055,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-1f7ba2088a9c282e,CLIN-056,Gemini 2.5 Pro,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-8ed9fc503439aefb,CLIN-057,Gemini 2.5 Pro,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-aa77adfc09df6f4f,CLIN-058,Gemini 2.5 Pro,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-a5db95ce914a5d65,CLIN-059,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-db233fe56e3cdef9,CLIN-060,Gemini 2.5 Pro,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-5ebc5df98240916c,CLIN-061,Gemini 2.5 Pro,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-f8fe4d274d053455,CLIN-062,Gemini 2.5 Pro,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-9d66772ffbe4c3f1,CLIN-063,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-c911526bb7c3ec7a,CLIN-064,Gemini 2.5 Pro,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-5b4c2a590b7b0d81,CLIN-065,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-40891286cbe9df9b,CLIN-066,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-c68dd1fb144d0987,CLIN-067,Gemini 2.5 Pro,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-f4347334d0bad1e8,CLIN-051,Claude Sonnet 4 Thinking,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-aed17b49e1cc31bb,CLIN-052,Claude Sonnet 4 Thinking,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-76727f9c4f8f51ec,CLIN-053,Claude Sonnet 4 Thinking,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-46f3e1c77b2f58ae,CLIN-054,Claude Sonnet 4 Thinking,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-b3221d5f3d6e268c,CLIN-055,Claude Sonnet 4 Thinking,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-f1a53f08262eeab9,CLIN-056,Claude Sonnet 4 Thinking,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-2195fe7a0d4aef00,CLIN-057,Claude Sonnet 4 Thinking,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-e9da90aef5c0b1bc,CLIN-058,Claude Sonnet 4 Thinking,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-2b4525b62c873faf,CLIN-059,Claude Sonnet 4 Thinking,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-13cc560104529aa9,CLIN-060,Claude Sonnet 4 Thinking,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-52cb119aa0af4fa9,CLIN-061,Claude Sonnet 4 Thinking,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-8882f33f7b1a88e4,CLIN-062,Claude Sonnet 4 Thinking,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-d72530fd057b7224,CLIN-063,Claude Sonnet 4 Thinking,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-52e34ed4ec7fc5fa,CLIN-064,Claude Sonnet 4 Thinking,Q2,,,,,2,4,3,,,,2.8,45.0,D,False,,False,False
EVAL-1b99cbcb8382933f,CLIN-065,Claude Sonnet 4 Thinking,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-79e6d8648eaf2922,CLIN-066,Claude Sonnet 4 Thinking,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-b00ebe795513b197,CLIN-067,Claude Sonnet 4 Thinking,Q2,,,,,2,4,3,,,,2.8,45.0,D,False,,False,False
EVAL-ad886154b6936a7d,CLIN-051,OpenAI O3,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-f703f42a49b2a103,CLIN-052,OpenAI O3,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-eec395b37309f7f7,CLIN-053,OpenAI O3,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-9aea016e00e3f21e,CLIN-054,OpenAI O3,Q2,,,,,2,4,3,,,,2.8,45.0,D,False,,False,False
EVAL-c70ba861dd97be4b,CLIN-055,OpenAI O3,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-8c1b42fa1af3ad83,CLIN-056,OpenAI O3,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-99bc9b9c21ffc0e3,CLIN-057,OpenAI O3,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-6d2f567edd9f26a8,CLIN-058,OpenAI O3,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-eb316cedaff822c9,CLIN-059,OpenAI O3,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-330c8b648c1ed1f2,CLIN-060,OpenAI O3,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-4d0926ca31216acb,CLIN-061,OpenAI O3,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-7186593bbad325e6,CLIN-062,OpenAI O3,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-914a9c808340c755,CLIN-063,OpenAI O3,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-62997ad2eaf26eea,CLIN-064,OpenAI O3,Q2,,,,,2,3,3,,,,2.5,37.5,D,False,,False,False
EVAL-5e8fa96b0946ea00,CLIN-065,OpenAI O3,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-84f611932ea71f4a,CLIN-066,OpenAI O3,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-c59162628298f760,CLIN-067,OpenAI O3,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-9eb847abff209fb4,CLIN-051,Grok 4,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-41635c2cb278ec37,CLIN-052,Grok 4,Q2,,,,,2,3,3,,,,2.5,37.5,D,False,,False,False
EVAL-4113548347fdbd47,CLIN-053,Grok 4,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-d17cc4f4cceb70fb,CLIN-054,Grok 4,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-9dac15346fb0c5e9,CLIN-055,Grok 4,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-1d6bb0fb08c421ab,CLIN-056,Grok 4,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-14d2848793b10a21,CLIN-057,Grok 4,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-f2a2e1d8a2efd37b,CLIN-058,Grok 4,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-1ebb6cbfb71a1c3c,CLIN-059,Grok 4,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-caa2528a25a995e5,CLIN-060,Grok 4,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-6b4e9fe17fd48451,CLIN-061,Grok 4,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-867ae6d1ada0257d,CLIN-062,Grok 4,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-2064ac257db97e8b,CLIN-063,Grok 4,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-45847a7397316789,CLIN-064,Grok 4,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-549a0cd2e8bf691c,CLIN-065,Grok 4,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-674ae4560c91a990,CLIN-066,Grok 4,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-6f543b544b421912,CLIN-067,Grok 4,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-b493686e2b665fb1,CLIN-051,Gemini 2.5 Pro,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-c0727bbb4b95a6c0,CLIN-052,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-db3faf3e68fb3284,CLIN-053,Gemini 2.5 Pro,Q3,,,,,,,,3,5,3,3.6,65.0,C,False,,False,True
EVAL-e69006a88ddf04ed,CLIN-054,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-1569d27883e32289,CLIN-055,Gemini 2.5 Pro,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-db964bacd0e88371,CLIN-056,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-2e9c2d625043f2da,CLIN-057,Gemini 2.5 Pro,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-316b56ade73bb96f,CLIN-058,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-51060912c752eddd,CLIN-059,Gemini 2.5 Pro,Q3,,,,,,,,3,5,3,3.6,65.0,C,False,,False,True
EVAL-9f1717156b59a4e0,CLIN-060,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-f7a8783a8e3ff4b1,CLIN-061,Gemini 2.5 Pro,Q3,,,,,,,,3,4,3,3.3,57.5,C,False,,False,True
EVAL-8ac743d0ee2df6aa,CLIN-062,Gemini 2.5 Pro,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-4778c2693c17725e,CLIN-063,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-7960fa7b9dab76a1,CLIN-064,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-9c68ee678a33dcc5,CLIN-065,Gemini 2.5 Pro,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-fec6890652bacc4a,CLIN-066,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-63d07cffabc2dd57,CLIN-067,Gemini 2.5 Pro,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-2b9359010315da2d,CLIN-051,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-e655b64c721b34cb,CLIN-052,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-eb3edc8f37bdba04,CLIN-053,Claude Sonnet 4 Thinking,Q3,,,,,,,,3,5,3,3.6,65.0,C,False,,False,True
EVAL-5a7dea592dabb389,CLIN-054,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-6f3a409c355e4b4f,CLIN-055,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-eb638d0629245428,CLIN-056,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-fb0a8724aa64ddf2,CLIN-057,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-92acff3642a0f8bd,CLIN-058,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-2c93075021feb00c,CLIN-059,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-6175c9f9ba1fa88e,CLIN-060,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-2f8480bffed61244,CLIN-061,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-b320f3e753087e11,CLIN-062,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-8a430c06af7a9580,CLIN-063,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-af8d208cd80f0e1b,CLIN-064,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-8e4de5d89a321da2,CLIN-065,Claude Sonnet 4 Thinking,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-ec945b81abfed266,CLIN-066,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-8979f079fb659785,CLIN-067,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-05bc10e9c43dfe66,CLIN-051,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-f8a780f3c8c2fb66,CLIN-052,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-62639ff040416e17,CLIN-053,OpenAI O3,Q3,,,,,,,,3,5,3,3.6,65.0,C,False,,False,True
EVAL-a65e92188fedfcc5,CLIN-054,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-34f71e1fca8c20d6,CLIN-055,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-c839cc7a0728dc5c,CLIN-056,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-1b8ba237ebbca5f1,CLIN-057,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-99788f7b0ad9450e,CLIN-058,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-ff67b25adfce3ab8,CLIN-059,OpenAI O3,Q3,,,,,,,,3,5,3,3.6,65.0,C,False,,False,True
EVAL-a0c6fe9ff6aa9825,CLIN-060,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-edc86e3b85e030be,CLIN-061,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-1dc14b9f7ed62c69,CLIN-062,OpenAI O3,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
